DA_OA	DM_AF	DM_OA	JO_OF	JO_OA	KJ_OF	KJ_OA
-0.011795	-0.011115	-0.013035	-0.008792	-0.008564	-0.0127	-0.011248
-0.011833	-0.011395	-0.011317	-0.013753	-0.00853	-0.01082	-0.013593
-0.012073	-0.013464	-0.013995	-0.015876	-0.013176	-0.006378	-0.011747
-0.012004	-0.011131	-0.007909	-0.012138	-0.01238	-0.012102	-0.007177
-0.012025	-0.011814	-0.012848	-0.008949	-0.014829	-0.011947	-0.008981
-0.012118	-0.010946	-0.010988	-0.011879	-0.004934	-0.014636	-0.013757
-0.011836	-0.011327	-0.010896	-0.011603	-0.009259	-0.012092	-0.015417
-0.01152	-0.013657	-0.009622	-0.008002	-0.00937	-0.008897	-0.009636
-0.011589	-0.00332	-0.008579	-0.009859	-0.011685	-0.012322	-0.00865
-0.011752	-0.013085	-0.011163	-0.013413	-0.009821	-0.007789	-0.007352
-0.011401	-0.010434	-0.008742	-0.010153	-0.007172	-0.01436	-0.011322
-0.011388	-0.014001	-0.009872	-0.004146	-0.015115	-0.013855	-0.010719
-0.011401	-0.00764	-0.010981	-0.015211	-0.008344	-0.005669	-0.011915
-0.011262	-0.014033	-0.010717	-0.012023	-0.010263	-0.008938	-0.012164
-0.011102	-0.012897	-0.010866	-0.009515	-0.009554	-0.011511	-0.007081
-0.01148	-0.010075	-0.008814	-0.010518	-0.016345	-0.007305	-0.012282
-0.011593	-0.006026	-0.007742	-0.011584	-0.01078	-0.014397	-0.01217
-0.011375	-0.008469	-0.01541	-0.010365	-0.009438	-0.008691	-0.008098
-0.011255	-0.009861	-0.012325	-0.007005	-0.009607	-0.014804	-0.008938
-0.011419	-0.006714	-0.012557	-0.009945	-0.007391	-0.011089	-0.012198
-0.011185	-0.01023	-0.010259	-0.015176	-0.014266	-0.008483	-0.011489
-0.011049	-0.011085	-0.012137	-0.009319	-0.009274	-0.011247	-0.008668
-0.011105	-0.012253	-0.015114	-0.012978	-0.012073	-0.012544	-0.015843
-0.011388	-0.012225	-0.013498	-0.010133	-0.01532	-0.009059	-0.008651
-0.011414	-0.008906	-0.011151	-0.013843	-0.017892	-0.012565	-0.010656
-0.011444	-0.009587	-0.0121	-0.008255	-0.011723	-0.011006	-0.014561
-0.011567	-0.008251	-0.014082	-0.011814	-0.006723	-0.012572	-0.013768
-0.011604	-0.007075	-0.015941	-0.011587	-0.016446	-0.011362	-0.010264
-0.011411	-0.007111	-0.010766	-0.009274	-0.009012	-0.00685	-0.009594
-0.011534	-0.010939	-0.004129	-0.009562	-0.008726	-0.012503	-0.009482
-0.011354	-0.013326	-0.012904	-0.015488	-0.011257	-0.013804	-0.011458
-0.011292	-0.010485	-0.006599	-0.009001	-0.007054	-0.00908	-0.01468
-0.011267	-0.00947	-0.014261	-0.009072	-0.013127	-0.008445	-0.017683
-0.011504	-0.006759	-0.00638	-0.008445	-0.009073	-0.01042	-0.009412
-0.011176	-0.011468	-0.011093	-0.013964	-0.009206	-0.014622	-0.009471
-0.011386	-0.010498	-0.01438	-0.010297	-0.006312	-0.010077	-0.013636
-0.011517	-0.014119	-0.011118	-0.007553	-0.013284	-0.005153	-0.009824
-0.011917	-0.006794	-0.011819	-0.01481	-0.011882	-0.009841	-0.007782
-0.011675	-0.012222	-0.007218	-0.01068	-0.008943	-0.011647	-0.016001
-0.011972	-0.013805	-0.014213	-0.012125	-0.013911	-0.012966	-0.011456
-0.011834	-0.011876	-0.012074	-0.012263	-0.011081	-0.009462	-0.008074
-0.011841	-0.009721	-0.010123	-0.011387	-0.009863	-0.002584	-0.012929
-0.011729	-0.011912	-0.009988	-0.011236	-0.009581	-0.008525	-0.011247
-0.012003	-0.01675	-0.00899	-0.009137	-0.013616	-0.011386	-0.007596
-0.012239	-0.014549	-0.011846	-0.009231	-0.01004	-0.01337	-0.015329
-0.012144	-0.010728	-0.009457	-0.012507	-0.01302	-0.009123	-0.00884
-0.012025	-0.010848	-0.006022	-0.008252	-0.008752	-0.011518	-0.004627
-0.011994	-0.012203	-0.008861	-0.011558	-0.005756	-0.010668	-0.011184
-0.012034	-0.01451	-0.012043	-0.010295	-0.013823	-0.011804	-0.011022
-0.011864	-0.008312	-0.01473	-0.011253	-0.01301	-0.013897	-0.008693
-0.012043	-0.012586	-0.008906	-0.011018	-0.013226	-0.008285	-0.014175
-0.011909	-0.011922	-0.009817	-0.012957	-0.009895	-0.010657	-0.013507
-0.012116	-0.014754	-0.009728	-0.010847	-0.006793	-0.015683	-0.009357
-0.012259	-0.009165	-0.012692	-0.014343	-0.016197	-0.013723	-0.009552
-0.012439	-0.011164	-0.010624	-0.009	-0.007065	-0.009182	-0.01031
-0.012535	-0.011672	-0.00736	-0.013438	-0.012916	-0.010253	-0.011353
-0.012657	-0.007302	-0.01182	-0.00975	-0.009852	-0.011383	-0.011111
-0.012647	-0.009496	-0.014765	-0.007397	-0.011629	-0.017013	-0.013356
-0.01279	-0.011188	-0.006631	-0.009268	-0.014234	-0.009419	-0.007714
-0.012587	-0.015401	-0.010251	-0.015019	-0.007156	-0.004941	-0.005764
-0.012601	-0.008123	-0.010067	-0.009229	-0.011464	-0.014618	-0.013171
-0.012896	-0.010836	-0.009378	-0.008951	-0.0116	-0.012292	-0.017924
-0.012836	-0.012272	-0.013003	-0.011892	-0.013743	-0.010588	-0.007489
-0.012782	-0.019265	-0.0078	-0.015464	-0.005723	-0.01195	-0.012606
-0.013105	-0.008399	-0.01477	-0.010607	-0.012673	-0.005819	-0.007877
-0.012945	-0.012631	-0.013347	-0.007984	-0.01294	-0.015343	-0.004834
-0.012895	-0.015098	-0.012317	-0.012796	-0.007985	-0.011321	-0.011798
-0.012967	-0.010416	-0.010392	-0.009866	-0.013897	-0.008622	-0.014708
-0.013278	-0.008081	-0.011527	-0.011998	-0.003311	-0.007157	-0.01124
-0.013059	-0.009256	-0.011691	-0.008802	-0.012084	-0.014303	-0.013387
-0.012837	-0.016857	-0.00941	-0.012817	-0.010553	-0.019446	-0.009543
-0.013202	-0.008572	-0.011543	-0.009401	-0.009792	-0.008935	-0.009092
-0.013375	-0.011148	-0.00879	-0.015766	-0.007838	-0.007965	-0.009978
-0.013213	-0.012883	-0.015079	-0.00857	-0.009319	-0.013189	-0.010816
-0.01327	-0.011615	-0.012487	-0.011305	-0.011268	-0.008657	-0.009406
-0.01344	-0.01099	-0.009855	-0.003985	-0.011843	-0.012455	-0.011876
-0.013471	-0.007198	-0.011415	-0.009185	-0.011951	-0.01099	-0.011383
-0.013333	-0.010321	-0.009368	-0.008813	-0.006749	-0.009513	-0.008414
-0.01335	-0.008712	-0.010634	-0.009824	-0.010161	-0.010898	-0.012698
-0.013323	-0.007704	-0.007331	-0.009562	-0.014306	-0.01278	-0.01487
-0.013449	-0.008378	-0.012655	-0.010982	-0.007333	-0.014593	-0.010294
-0.013474	-0.013003	-0.011653	-0.015159	-0.008841	-0.009864	-0.007748
-0.013426	-0.009665	-0.01339	-0.009125	-0.010331	-0.007274	-0.003954
-0.013297	-0.0059	-0.009166	-0.0142	-0.010697	-0.016189	-0.010163
-0.013209	-0.012644	-0.012553	-0.015876	-0.009495	-0.00936	-0.014684
-0.013306	-0.010904	-0.017174	-0.013868	-0.008229	-0.010097	-0.011642
-0.013376	-0.009366	-0.009334	-0.01228	-0.012175	-0.008461	-0.00911
-0.013088	-0.004544	-0.009179	-0.017903	-0.012556	-0.010145	-0.005428
-0.012964	-0.01166	-0.007163	-0.011831	-0.010672	-0.013544	-0.00975
-0.013022	-0.008712	-0.011717	-0.011872	-0.005665	-0.014357	-0.013886
-0.013257	-0.00942	-0.010418	-0.012465	-0.010626	-0.009307	-0.010109
-0.013096	-0.011367	-0.009561	-0.014486	-0.01112	-0.010495	-0.009286
-0.013419	-0.010317	-0.015154	-0.00999	-0.014849	-0.008345	-0.00823
-0.013459	-0.014137	-0.007795	-0.011901	-0.009763	-0.015661	-0.008826
-0.013309	-0.009869	-0.013484	-0.013136	-0.008058	-0.00901	-0.012924
-0.013533	-0.01178	-0.011359	-0.013227	-0.011741	-0.011958	-0.014666
-0.013419	-0.009466	-0.013977	-0.007865	-0.010437	-0.01268	-0.009632
-0.013495	-0.010566	-0.009212	-0.014317	-0.011516	-0.009732	-0.010234
-0.013438	-0.007464	-0.011246	-0.011924	-0.005453	-0.014913	-0.011352
-0.013917	-0.007871	-0.011177	-0.010686	-0.012221	-0.009111	-0.010298
-0.013718	-0.012774	-0.012752	-0.006643	-0.011192	-0.005732	-0.010624
-0.013236	-0.011718	-0.013662	-0.014829	-0.015031	-0.013472	-0.009595
-0.013533	-0.00977	-0.001586	-0.008412	-0.00938	-0.01178	-0.009329
-0.013531	-0.013041	-0.009646	-0.009073	-0.013654	-0.015531	-0.005245
-0.013403	-0.010203	-0.011999	-0.01153	-0.010564	-0.009148	-0.012286
-0.013577	-0.005439	-0.008146	-0.009319	-0.010772	-0.006979	-0.012162
-0.013597	-0.008577	-0.012569	-0.00434	-0.006177	-0.0141	-0.008525
-0.013739	-0.015468	-0.010953	-0.013266	-0.010143	-0.011841	-0.012844
-0.013476	-0.010003	-0.013639	-0.009409	-0.013096	-0.012901	-0.008619
-0.013512	-0.009118	-0.005702	-0.011978	-0.010436	-0.010967	-0.008363
-0.013841	-0.011419	-0.012035	-0.006174	-0.010516	-0.008878	-0.011363
-0.013956	-0.01229	-0.014247	-0.013825	-0.007325	-0.01259	-0.009093
-0.013919	-0.011411	-0.012326	-0.01143	-0.014113	-0.010205	-0.009639
-0.014065	-0.007888	-0.008884	-0.013194	-0.011098	-0.008914	-0.010842
-0.01363	-0.014408	-0.010865	-0.011852	-0.011021	-0.008909	-0.006758
-0.013613	-0.009686	-0.016623	-0.013006	-0.007938	-0.008658	-0.007839
-0.013464	-0.015156	-0.008672	-0.008165	-0.006977	-0.014354	-0.010536
-0.013536	-0.011486	-0.01028	-0.012495	-0.0101	-0.00908	-0.011635
-0.01337	-0.009627	-0.011064	-0.010199	-0.006999	-0.010807	-0.013399
-0.013347	-0.015651	-0.012832	-0.012504	-0.008619	-0.01191	-0.008885
-0.013469	-0.010144	-0.011826	-0.010928	-0.013168	-0.011217	-0.008718
-0.013356	-0.011348	-0.010045	-0.01183	-0.01024	-0.010739	-0.016412
-0.013309	-0.008703	-0.013953	-0.011694	-0.011757	-0.008949	-0.013098
-0.013186	-0.016034	-0.011337	-0.008958	-0.005717	-0.008652	-0.011933
-0.013119	-0.006287	-0.010522	-0.011513	-0.0116	-0.011138	-0.010305
-0.013189	-0.011434	-0.007991	-0.012093	-0.011566	-0.008489	-0.006095
-0.012878	-0.012226	-0.013903	-0.015502	-0.014862	-0.010975	-0.009408
-0.013334	-0.011962	-0.010814	-0.009082	-0.008866	-0.012261	-0.010448
-0.01319	-0.007137	-0.009679	-0.010849	-0.008524	-0.009152	-0.010814
-0.013456	-0.009398	-0.009729	-0.010742	-0.016366	-0.012297	-0.006322
-0.013124	-0.015478	-0.008585	-0.013887	-0.00414	-0.010127	-0.011264
-0.013314	-0.008372	-0.013626	-0.007256	-0.011984	-0.010954	-0.00988
-0.013249	-0.008658	-0.009787	-0.00996	-0.011074	-0.009227	-0.008874
-0.013111	-0.010291	-0.012966	-0.01121	-0.013182	-0.011002	-0.009684
-0.012897	-0.013869	-0.011512	-0.009958	-0.010083	-0.014788	-0.015352
-0.013307	-0.012175	-0.014725	-0.009217	-0.00801	-0.009605	-0.012037
-0.01332	-0.008632	-0.012324	-0.015091	-0.013131	-0.00724	-0.00911
-0.013172	-0.01129	-0.009994	-0.01158	-0.008969	-0.010479	-0.012838
-0.013687	-0.009243	-0.013103	-0.012036	-0.011414	-0.011826	-0.012967
-0.01359	-0.011811	-0.012497	-0.008196	-0.008948	-0.010077	-0.009776
-0.0134	-0.002225	-0.012752	-0.012247	-0.008572	-0.010807	-0.009924
-0.013356	-0.009088	-0.008341	-0.014215	-0.010765	-0.009184	-0.00723
-0.01353	-0.011734	-0.012444	-0.011054	-0.008883	-0.014337	-0.009949
-0.013177	-0.010402	-0.015171	-0.00896	-0.012015	-0.007488	-0.010416
-0.013371	-0.007349	-0.00578	-0.013055	-0.009264	-0.012639	-0.01192
-0.013472	-0.01075	-0.015526	-0.01302	-0.019272	-0.011753	-0.010014
-0.013327	-0.013171	-0.007955	-0.009162	-0.010135	-0.010421	-0.00904
-0.013376	-0.008435	-0.012104	-0.006722	-0.012773	-0.013015	-0.011411
-0.013441	-0.017384	-0.012785	-0.015182	-0.011535	-0.003462	-0.013372
-0.013366	-0.009988	-0.006299	-0.011534	-0.008143	-0.013189	-0.010966
-0.012982	-0.011236	-0.012344	-0.013355	-0.012521	-0.010712	-0.006582
-0.012941	-0.012443	-0.009887	-0.006621	-0.010207	-0.010689	-0.012682
-0.012859	-0.012342	-0.0152	-0.012514	-0.012437	-0.012712	-0.011728
-0.012879	-0.008978	-0.008427	-0.013536	-0.007366	-0.010012	-0.006831
-0.012599	-0.009692	-0.009274	-0.010243	-0.010104	-0.00807	-0.011815
-0.012833	-0.013021	-0.015522	-0.009027	-0.01376	-0.007202	-0.007775
-0.012959	-0.008809	-0.011582	-0.015172	-0.004745	-0.012211	-0.010484
-0.012707	-0.013819	-0.013758	-0.012785	-0.010758	-0.00702	-0.011952
-0.012665	-0.012082	-0.009242	-0.012934	-0.009723	-0.008031	-0.016267
-0.013023	-0.014873	-0.011693	-0.010995	-0.016346	-0.010142	-0.009774
-0.012814	-0.010252	-0.009823	-0.014361	-0.009593	-0.013036	-0.005763
-0.012388	-0.011465	-0.009781	-0.011203	-0.012094	-0.010797	-0.012209
-0.0128	-0.01302	-0.007616	-0.01123	-0.009278	-0.010742	-0.009775
-0.01257	-0.010345	-0.007293	-0.010686	-0.009673	-0.012715	-0.011952
-0.012687	-0.010334	-0.011145	-0.016063	-0.010076	-0.009867	-0.007791
-0.012563	-0.010293	-0.010187	-0.014157	-0.010838	-0.013815	-0.007244
-0.012752	-0.014001	-0.012258	-0.012363	-0.0126	-0.010514	-0.011448
-0.012759	-0.005572	-0.011838	-0.008478	-0.019915	-0.011017	-0.012743
-0.012695	-0.007731	-0.013486	-0.015414	-0.009598	-0.008088	-0.009306
-0.012855	-0.012313	-0.011692	-0.006081	-0.009661	-0.009052	-0.00921
-0.012676	-0.013297	-0.008489	-0.00821	-0.0077	-0.010399	-0.008468
-0.012517	-0.0086	-0.011707	-0.010309	-0.012388	-0.01285	-0.012592
-0.01264	-0.012398	-0.007621	-0.010646	-0.008356	-0.010308	-0.010638
-0.012686	-0.012456	-0.015645	-0.007755	-0.01332	-0.009045	-0.014754
-0.012762	-0.011235	-0.011694	-0.01194	-0.012518	-0.014459	-0.012939
-0.01259	-0.012148	-0.008554	-0.011143	-0.010859	-0.012028	-0.008953
-0.012906	-0.008233	-0.012524	-0.011262	-0.013723	-0.01035	-0.011446
-0.013075	-0.012966	-0.012071	-0.012712	-0.012073	-0.008899	-0.012611
-0.013077	-0.006934	-0.012835	-0.008621	-0.011675	-0.010246	-0.010043
-0.013431	-0.011378	-0.0107	-0.009673	-0.007962	-0.009332	-0.009148
-0.013434	-0.006846	-0.009597	-0.007966	-0.013678	-0.015302	-0.01282
-0.013173	-0.011378	-0.011799	-0.015659	-0.009296	-0.010202	-0.010836
-0.013199	-0.014074	-0.008117	-0.009422	-0.007398	-0.009967	-0.008918
-0.013619	-0.007501	-0.012381	-0.013092	-0.010011	-0.010667	-0.013883
-0.013467	-0.014078	-0.008737	-0.008925	-0.012942	-0.006164	-0.009498
-0.013328	-0.008382	-0.015154	-0.010924	-0.011503	-0.010283	-0.00979
-0.013558	-0.011089	-0.012559	-0.010569	-0.012397	-0.008987	-0.013037
-0.013485	-0.009673	-0.009889	-0.009052	-0.006871	-0.006212	-0.014388
-0.013318	-0.011384	-0.007823	-0.00948	-0.013938	-0.011899	-0.005428
-0.013268	-0.015451	-0.007573	-0.011759	-0.012563	-0.009433	-0.008183
-0.013565	-0.01149	-0.011835	-0.008978	-0.010919	-0.014535	-0.013339
-0.013476	-0.00925	-0.011865	-0.00878	-0.011798	-0.011914	-0.011497
-0.013401	-0.009253	-0.009189	-0.005506	-0.01267	-0.013386	-0.011285
-0.013545	-0.014721	-0.012229	-0.014891	-0.01056	-0.011858	-0.006237
-0.013424	-0.00712	-0.010089	-0.009188	-0.011716	-0.010736	-0.006873
-0.013383	-0.011942	-0.010557	-0.008273	-0.011714	-0.014833	-0.006411
-0.013488	-0.007803	-0.00843	-0.010542	-0.010808	-0.011037	-0.011999
-0.013399	-0.014594	-0.010143	-0.011921	-0.009899	-0.004573	-0.011838
-0.01329	-0.008351	-0.015779	-0.00861	-0.012572	-0.012971	-0.006862
-0.013377	-0.010993	-0.012392	-0.011692	-0.010377	-0.012928	-0.007186
-0.013454	-0.016334	-0.014615	-0.015841	-0.00823	-0.009347	-0.01152
-0.013607	-0.01	-0.007982	-0.013223	-0.012866	-0.012474	-0.012888
-0.013186	-0.004572	-0.013095	-0.011212	-0.004868	-0.008232	-0.007098
-0.013326	-0.006871	-0.012802	-0.014093	-0.011568	-0.010874	-0.00917
-0.013378	-0.008482	-0.01326	-0.009992	-0.011031	-0.015354	-0.015377
-0.01293	-0.009815	-0.009184	-0.009071	-0.009769	-0.005477	-0.010378
-0.013039	-0.014489	-0.008117	-0.011905	-0.012665	-0.010739	-0.0095
-0.013414	-0.009291	-0.013641	-0.010715	-0.011845	-0.008901	-0.008765
-0.013217	-0.01201	-0.013158	-0.012035	-0.013911	-0.010806	-0.012024
-0.013336	-0.012382	-0.012314	-0.009194	-0.014469	-0.018008	-0.004425
-0.01366	-0.010629	-0.010678	-0.012396	-0.008083	-0.006887	-0.013686
-0.01364	-0.013366	-0.01142	-0.009003	-0.010657	-0.012694	-0.010443
-0.013591	-0.010888	-0.01304	-0.00908	-0.010953	-0.012508	-0.006599
-0.013498	-0.008464	-0.009119	-0.00797	-0.013578	-0.010996	-0.013988
-0.013708	-0.006939	-0.008795	-0.012161	-0.009965	-0.012656	-0.009274
-0.013317	-0.012313	-0.011465	-0.008822	-0.007047	-0.006727	-0.011143
-0.013457	-0.011823	-0.014449	-0.011648	-0.013882	-0.006662	-0.010453
-0.01343	-0.012213	-0.014576	-0.006823	-0.008145	-0.012027	-0.012261
-0.013438	-0.012119	-0.008624	-0.01117	-0.009463	-0.009469	-0.011834
-0.013331	-0.010468	-0.014914	-0.007418	-0.011265	-0.01291	-0.01094
-0.013712	-0.012802	-0.014254	-0.01236	-0.008685	-0.007373	-0.0116
-0.013663	-0.006204	-0.011329	-0.009623	-0.013591	-0.014203	-0.010877
-0.013265	-0.01538	-0.007228	-0.009911	-0.012542	-0.008721	-0.005054
-0.012957	-0.01059	-0.006907	-0.006357	-0.008881	-0.008026	-0.012817
-0.013269	-0.011818	-0.014553	-0.014028	-0.017186	-0.013185	-0.01261
-0.012932	-0.009137	-0.013432	-0.007755	-0.010611	-0.014197	-0.009955
-0.013186	-0.015413	-0.009383	-0.011122	-0.008987	-0.007258	-0.009438
-0.013273	-0.011577	-0.010633	-0.008309	-0.008051	-0.012271	-0.008851
-0.013215	-0.009501	-0.008498	-0.011981	-0.009648	-0.010596	-0.013776
-0.013245	-0.014096	-0.014102	-0.009526	-0.010512	-0.011137	-0.010855
-0.013006	-0.014511	-0.010325	-0.013177	-0.010972	-0.01095	-0.006567
-0.013131	-0.010957	-0.009137	-0.011369	-0.01242	-0.00978	-0.011728
-0.013153	-0.008927	-0.01232	-0.012583	-0.010628	-0.012271	-0.007963
-0.012926	-0.009993	-0.010738	-0.007051	-0.016509	-0.012707	-0.008201
-0.01298	-0.006057	-0.010465	-0.010576	-0.013653	-0.008848	-0.012881
-0.013099	-0.014852	-0.007623	-0.010233	-0.008113	-0.008977	-0.012336
-0.013136	-0.006955	-0.01712	-0.010128	-0.010823	-0.011796	-0.008123
-0.013066	-0.011015	-0.009693	-0.009619	-0.011398	-0.01655	-0.010376
-0.012935	-0.012317	-0.013385	-0.00969	-0.011028	-0.01195	-0.013063
-0.013208	-0.017692	-0.010851	-0.015158	-0.008884	-0.012395	-0.009871
-0.012891	-0.011415	-0.006857	-0.012443	-0.009799	-0.011718	-0.009346
-0.012721	-0.011154	-0.009425	-0.014851	-0.012227	-0.013954	-0.015983
-0.013062	-0.012044	-0.015921	-0.011374	-0.007477	-0.01106	-0.00908
-0.013012	-0.012921	-0.012324	-0.01166	-0.012665	-0.012042	-0.009133
-0.012915	-0.008274	-0.011617	-0.006378	-0.002118	-0.006822	-0.013944
-0.012898	-0.009304	-0.010019	-0.013601	-0.011427	-0.012135	-0.013902
-0.01333	-0.013901	-0.016803	-0.009847	-0.011317	-0.014811	-0.012158
-0.013291	-0.010125	-0.010966	-0.011493	-0.006966	-0.012963	-0.001767
-0.013264	-0.00808	-0.006128	-0.010272	-0.010651	-0.007797	-0.010742
-0.013189	-0.006248	-0.012607	-0.014645	-0.009241	-0.009706	-0.011442
-0.013344	-0.011672	-0.007792	-0.010519	-0.017234	-0.009176	-0.010923
-0.013288	-0.010059	-0.012661	-0.010452	-0.012539	-0.012679	-0.007664
-0.013309	-0.013994	-0.008305	-0.014848	-0.010533	-0.008787	-0.011391
-0.013492	-0.010195	-0.006087	-0.01254	-0.012708	-0.009438	-0.007278
-0.013619	-0.006804	-0.01389	-0.009265	-0.013107	-0.011923	-0.00931
-0.01357	-0.011096	-0.014723	-0.007144	-0.013585	-0.009285	-0.014157
-0.013455	-0.01164	-0.015509	-0.013262	-0.006874	-0.015722	-0.012644
-0.013659	-0.01346	-0.009597	-0.009996	-0.011563	-0.008318	-0.010011
-0.01343	-0.003789	-0.011837	-0.010589	-0.013474	-0.009336	-0.008827
-0.013186	-0.014017	-0.015399	-0.011856	-0.006914	-0.014175	-0.009988
-0.013422	-0.010884	-0.008072	-0.012315	-0.007039	-0.01013	-0.010347
-0.013515	-0.012507	-0.01075	-0.006297	-0.008743	-0.013808	-0.010899
-0.013402	-0.011406	-0.00531	-0.010052	-0.013709	-0.010126	-0.011652
-0.013545	-0.012114	-0.010369	-0.011688	-0.010536	-0.006475	-0.00862
-0.013484	-0.014173	-0.010753	-0.010913	-0.005971	-0.010659	-0.008479
-0.01344	-0.010462	-0.008964	-0.009046	-0.012136	-0.012167	-0.015035
-0.013277	-0.008452	-0.005396	-0.011584	-0.012765	-0.013276	-0.013166
-0.013152	-0.008004	-0.009074	-0.014141	-0.01511	-0.011394	-0.012197
-0.013266	-0.010852	-0.01509	-0.00881	-0.005648	-0.009967	-0.012935
-0.013294	-0.010734	-0.01171	-0.010305	-0.00941	-0.014466	-0.008866
-0.01289	-0.011001	-0.011804	-0.010335	-0.011157	-0.007497	-0.009268
-0.013271	-0.009644	-0.012941	-0.016169	-0.011284	-0.008547	-0.013786
-0.013492	-0.015357	-0.011541	-0.011671	-0.007471	-0.011918	-0.009862
-0.013003	-0.013578	-0.009432	-0.013397	-0.009854	-0.00997	-0.012079
-0.013055	-0.006568	-0.007406	-0.011712	-0.014619	-0.014794	-0.008637
-0.013197	-0.007925	-0.011634	-0.015044	-0.007878	-0.012151	-0.010796
-0.013096	-0.006054	-0.011563	-0.008119	-0.009622	-0.010746	-0.014391
-0.01296	-0.014743	-0.00958	-0.013053	-0.01317	-0.008955	-0.013438
-0.012981	-0.006835	-0.009479	-0.009749	-0.012385	-0.005701	-0.014556
-0.013108	-0.009089	-0.009225	-0.0104	-0.009088	-0.014006	-0.012781
-0.013219	-0.01149	-0.009481	-0.009816	-0.008278	-0.011593	-0.008061
-0.013363	-0.00864	-0.009974	-0.008934	-0.010621	-0.012509	-0.011463
-0.013219	-0.015151	-0.006929	-0.012591	-0.010833	-0.009132	-0.011382
-0.01306	-0.009241	-0.009347	-0.009149	-0.011226	-0.009712	-0.010828
-0.013062	-0.011071	-0.011333	-0.010169	-0.006975	-0.013784	-0.011729
-0.013243	-0.00693	-0.012606	-0.012111	-0.012976	-0.010599	-0.009585
-0.013271	-0.011206	-0.011136	-0.01305	-0.014197	-0.008446	-0.007842
-0.012953	-0.008575	-0.014373	-0.008712	-0.00656	-0.010669	-0.008262
-0.013291	-0.013338	-0.01017	-0.014384	-0.010118	-0.006737	-0.013551
-0.013265	-0.008521	-0.014411	-0.010179	-0.006534	-0.011533	-0.01078
-0.013225	-0.011479	-0.010072	-0.012085	-0.010423	-0.014556	-0.006708
-0.012903	-0.012532	-0.01095	-0.0118	-0.011052	-0.00722	-0.010218
-0.012847	-0.011945	-0.011254	-0.012537	-0.009795	-0.008494	-0.012067
-0.0128	-0.010176	-0.012553	-0.009064	-0.013579	-0.017922	-0.007811
-0.012552	-0.010023	-0.010825	-0.004847	-0.008557	-0.008919	-0.009764
-0.012646	-0.012509	-0.010375	-0.007626	-0.007165	-0.013746	-0.011631
-0.012416	-0.009205	-0.009793	-0.013934	-0.015396	-0.008475	-0.011137
-0.012625	-0.014282	-0.013645	-0.006275	-0.01045	-0.013692	-0.013578
-0.0127	-0.015511	-0.008569	-0.006862	-0.01118	-0.01074	-0.01008
-0.012392	-0.011429	-0.011934	-0.014007	-0.005884	-0.007793	-0.009404
-0.012791	-0.007709	-0.011176	-0.009549	-0.011512	-0.013575	-0.008827
-0.012206	-0.011428	-0.013582	-0.007855	-0.009275	-0.010223	-0.010284
-0.012177	-0.016322	-0.01033	-0.009424	-0.011869	-0.012911	-0.019897
-0.012144	-0.008704	-0.007712	-0.018488	-0.009438	-0.007534	-0.011305
-0.012106	-0.011963	-0.013775	-0.008083	-0.012596	-0.009863	-0.007158
-0.012267	-0.010215	-0.008345	-0.007823	-0.01438	-0.013661	-0.012024
-0.012183	-0.010951	-0.008932	-0.006413	-0.009637	-0.009142	-0.014014
-0.012309	-0.01173	-0.009606	-0.013169	-0.007165	-0.01234	-0.009248
-0.011856	-0.010146	-0.015154	-0.006342	-0.007966	-0.012871	-0.007441
-0.011656	-0.013992	-0.010142	-0.012366	-0.01489	-0.010608	-0.01169
-0.011655	-0.007838	-0.004957	-0.01222	-0.011809	-0.011787	-0.008518
-0.011769	-0.00702	-0.010058	-0.01357	-0.009448	-0.014728	-0.007018
-0.011771	-0.008105	-0.009393	-0.008499	-0.009645	-0.011138	-0.011798
-0.011833	-0.015059	-0.014029	-0.011075	-0.008712	-0.008343	-0.015167
-0.011729	-0.006891	-0.011844	-0.0087	-0.008512	-0.004875	-0.00943
-0.011818	-0.011361	-0.010687	-0.013136	-0.008658	-0.012535	-0.009919
-0.011634	-0.01115	-0.015253	-0.007317	-0.013429	-0.009282	-0.013454
-0.011459	-0.013737	-0.011949	-0.01169	-0.014324	-0.012855	-0.010728
-0.011555	-0.008497	-0.012207	-0.013315	-0.010384	-0.008905	-0.007821
